Código da Situação Tributária;Descrição da Situação Tributária;Exige Tributação;Redução BC CST;Redução de Alíquota;Transferência de Crédito;Diferimento;Monofásica;Crédito Presumido IBS Zona Franca de Manaus;Ajuste de Competência;Código da Classificação Tributária;Descrição do Código da Classificação Tributária;Percentual Redução IBS;Percentual Redução CBS;Tributação Regular;Crédito Presumido;Estorno de Crédito;Tributação Monofásica Normal;Tributação Monofásica sujeita a retenção;Tributação Monofásica retida anteriormente;Tributação Monofásica de Combustível com diferimento;Tipo de Alíquota;NFe;NFCe;CTe;CTe OS;BPe;NF3e;NFCom;NFSE;BPe TM;BPe TA;NFAg;NFSVIA;NFABI;NFGas;DERE;DIR;DUIMP;Número do Anexo;Url da Legislação;Tipo de Receita Bruta do Simples Nacional;Regime de Contribuição Social sobre Bens e Serviços;Imposto sobre Bens e Serviços
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200046;Operações com bens imóveis, observado o art. 261 da Lei Complementar nº 214, de 2025.;50;50;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art261;1 - Receita Bruta Interna;Art. 379. A alíquota da CBS relativa às operações de que trata este Capítulo fica reduzida em 50% (cinquenta por cento).;Art. 379. A alíquota do IBS relativa às operações de que trata este Capítulo fica reduzida em 50% (cinquenta por cento). 
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200047;Bares e Restaurantes, observado o art. 275 da Lei Complementar nº 214, de 2025.;40;40;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art275;1 - Receita Bruta Interna;Art. 400. As alíquotas da CBS relativas às operações de que trata o art. 396 ficam reduzidas em 40% (quarenta por cento).;Art. 400. As alíquotas do IBS relativas às operações de que trata o art. 396 ficam reduzidas em 40% (quarenta por cento).
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200048;Hotelaria, Parques de Diversão e Parques Temáticos, observado o art. 281 da Lei Complementar nº 214, de 2025.;40;40;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;92811;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art281;1 - Receita Bruta Interna;Art. 405. As alíquotas da CBS relativas às operações de que trata esta Seção ficam reduzidas em 40% (quarenta por cento).;Art. 405. As alíquotas do IBS relativas às operações de que trata esta Seção ficam reduzidas em 40% (quarenta por cento). 
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200049;Transporte coletivo de passageiros rodoviário, ferroviário e hidroviário intermunicipais e interestaduais, observado o art. 286 da Lei Complementar nº 214, de 2025.;40;40;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art286;1 - Receita Bruta Interna;"Art. 416. As alíquotas da CBS relativas às operações de que trata esta Seção ficam reduzidas na seguinte forma:
I - em 40% (quarenta por cento) para:
a) transporte coletivo de passageiros rodoviário, ferroviário e hidroviário intermunicipais e interestaduais";"Art. 416. As alíquotas do IBS relativas às operações de que trata esta Seção ficam reduzidas na seguinte forma:
I - em 40% (quarenta por cento) para:
a) transporte coletivo de passageiros rodoviário, ferroviário e hidroviário intermunicipais e interestaduais;"
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200050;Serviços de transporte aéreo regional coletivo de passageiros ou de carga, observado o art. 287 da Lei Complementar nº 214, de 2025.;40;40;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art287;1 - Receita Bruta Interna;"Art. 416. As alíquotas da CBS relativas às operações de que trata esta Seção ficam reduzidas na seguinte forma: 
I - em 40% (quarenta por cento) para:
b) transporte aéreo regional coletivo de passageiros ou cargas;";"Art. 416. As alíquotas do IBS relativas às operações de que trata esta Seção ficam reduzidas na seguinte forma:
I - em 40% (quarenta por cento) para:
b) transporte aéreo regional coletivo de passageiros ou cargas;"
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200051;Agências de Turismo, observado o art. 289 da Lei Complementar nº 214, de 2025.;40;40;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art289;1 - Receita Bruta Interna;;
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200052;Prestação de serviços das seguintes profissões intelectuais de natureza científica, literária ou artística, submetidas à fiscalização por conselho profissional: administradores, advogados, arquitetos e urbanistas, assistentes sociais, bibliotecários, biólogos, contabilistas, economistas, economistas domésticos, profissionais de educação física, engenheiros e agrônomos, estatísticos, médicos veterinários e zootecnistas, museólogos, químicos, profissionais de relações públicas, técnicos industriais e técnicos agrícolas, observado o art. 127 da Lei Complementar nº 214, de 2025.;30;30;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;91271;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art127;1 - Receita Bruta Interna;"Art. 202. Ficam reduzidas em 30% (trinta por cento) as alíquotas da CBS incidentes sobre a prestação de serviços pelos seguintes profissionais, que exercerem atividades intelectuais de natureza científica, literária ou artística, submetidas à fiscalização por conselho profissional: 
I - administradores;
II - advogados;
III - arquitetos e urbanistas;
IV - assistentes sociais;
V - bibliotecários;
VI - biólogos;
VII - contabilistas;
VIII - economistas;
IX - economistas domésticos;
X - profissionais de educação física;
XI - engenheiros e agrônomos;
XII - estatísticos;
XIII - médicos veterinários e zootecnistas;
XIV - museólogos;
XV - químicos;
XVI - profissionais de relações públicas;
XVII - técnicos industriais; e
XVIII - técnicos agrícolas.";"Art. 202. Ficam reduzidas em 30% (trinta por cento) as alíquotas do IBS incidentes sobre a prestação de serviços pelos seguintes profissionais, que exercerem atividades intelectuais de natureza científica, literária ou artística, submetidas à fiscalização por conselho profissional: 
I - administradores;
II - advogados;
III - arquitetos e urbanistas;
IV - assistentes sociais;
V - bibliotecários;
VI - biólogos;
VII - contabilistas;
VIII - economistas;
IX - economistas domésticos;
X - profissionais de educação física;
XI - engenheiros e agrônomos;
XII - estatísticos;
XIII - médicos veterinários e zootecnistas;
XIV - museólogos;
XV - químicos;
XVI - profissionais de relações públicas;
XVII - técnicos industriais; e
XVIII - técnicos agrícolas."
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200053;Fornecimento de medicamentos registrados na Anvisa, quando  classificados como soros ou vacinas, observado o art. 146 da Lei Complementar nº 214, de 2025.;100;100;Não;Não;Não;Não;Não;Não;Não;2 - Padrão;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art146;1 - Receita Bruta Interna;"Art. 222.
§ 1º São também reduzidas a zero as alíquotas da CBS sobre o fornecimento de medicamentos registrados na Anvisa quando:
III - classificados como soros ou vacinas, conforme regulamentação sanitária específica.";"Art. 222.
§ 1º São também reduzidas a zero as alíquotas do IBS sobre o fornecimento de medicamentos registrados na Anvisa quando:
III - classificados como soros ou vacinas, conforme regulamentação sanitária específica"
200;Alíquota reduzida;Sim;Não;Sim;Não;Não;Não;Não;Não;200054;Fornecimento de bem material pela cooperativa de produção agropecuária a associado não sujeito ao regime regular do IBS e da CBS com anulação de créditos referentes ao bem fornecido, observado o art. 271 da Lei Complementar nº 214, de 2025.;100;100;Não;Não;Sim;Não;Não;Não;Não;2 - Padrão;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art271
";9 - Fornecimento Incompatível com SN;"Art. 391. As sociedades cooperativas poderão optar por regime específico da CBS no qual, nos termos do disposto neste Capítulo, ficam reduzidas a zero as alíquotas do tributo incidente na operação em que:
§ 2º O disposto no caput aplica-se também:
II - à operação de fornecimento de bem material pela cooperativa de produção agropecuária a associado não sujeito ao regime regular da CBS, desde que anulados os créditos por ela apropriados referentes ao bem fornecido.";"Art. 391. As sociedades cooperativas poderão optar por regime específico do IBS no qual, nos termos do disposto neste Capítulo, ficam reduzidas a zero as alíquotas do tributo incidente na operação em que:
§ 2º O disposto no caput deste artigo aplica-se também:
II - à operação de fornecimento de bem material pela cooperativa de produção agropecuária a associado não sujeito ao regime regular do IBS, desde que anulados os créditos por ela apropriados referentes ao bem fornecido."
220;Alíquota fixa;Sim;Não;Não;Não;Não;Não;Não;Não;220001;Incorporação imobiliária submetida ao regime especial de tributação, observado o art. 485 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;1 - Fixa;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art485;-;;
220;Alíquota fixa;Sim;Não;Não;Não;Não;Não;Não;Não;220002;Incorporação imobiliária submetida ao regime especial de tributação, observado o art. 485 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;1 - Fixa;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art485;-;;
220;Alíquota fixa;Sim;Não;Não;Não;Não;Não;Não;Não;220003;Alienação de imóvel decorrente de parcelamento do solo, observado o art. 486 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;1 - Fixa;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art486;-;;
221;Alíquota fixa proporcional;Sim;Não;Não;Não;Não;Não;Não;Não;221001;Locação, cessão onerosa ou arrendamento de bem imóvel com alíquota sobre a receita bruta, observado o art. 487 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;1 - Fixa;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;94871;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art484
";1 - Receita Bruta Interna;"Art. 463. O contribuinte que realizar locação, cessão onerosa ou arrendamento de bem imóvel decorrente de contratos firmados por prazo determinado poderá optar, de forma irretratável, pelo recolhimento de CBS com base na receita bruta recebida.
§ 2º As operações sujeitas ao regime de que trata este artigo estarão sujeitas ao pagamento de IBS e de CBS em montante equivalente a 3,65% (três inteiros e sessenta e cinco centésimos por cento) da receita bruta recebida.";"Art. 463. O contribuinte que realizar locação, cessão onerosa ou arrendamento de bem imóvel decorrente de contratos firmados por prazo determinado poderá optar, de forma irretratável, pelo recolhimento de IBS com base na receita bruta recebida. 
§ 2º As operações sujeitas ao regime de que trata este artigo estarão sujeitas ao pagamento de IBS e de CBS em montante equivalente a 3,65% (três inteiros e sessenta e cinco centésimos por cento) da receita bruta recebida."
221;Alíquota fixa proporcional;Sim;Não;Não;Não;Não;Não;Não;Não;221002;Incorporação imobiliária submetida ao regime especial de tributação, observado o art. 485 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;1 - Fixa;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art485;9 - Fornecimento Incompatível com SN;"Art. 461. O contribuinte que realizar incorporação imobiliária submetida ao patrimônio de afetação, nos termos dos art. 31-A a art. 31-E da Lei nº 4.591, de 16 de dezembro de 1964, que tenha realizado o pedido de opção pelo regime específico instituído pelo art. 1º e tenha o pedido efetivado nos termos do art. 2º, ambos da Lei nº 10.931 de 2 de agosto de 2004, antes de 1º de janeiro de 2029, pode optar, de forma irretratável, pelo recolhimento de IBS e de CBS, da seguinte forma:
I - a incorporação imobiliária submetida ao regime especial de tributação prevista nos art. 4º e art. 8º da Lei nº 10.931, de 2 de agosto de 2004, ficará sujeita ao pagamento de IBS e de CBS em montante equivalente a 2,08% (dois inteiros e oito centésimos por cento) da receita mensal recebida;";"Art. 461. O contribuinte que realizar incorporação imobiliária submetida ao patrimônio de afetação, nos termos dos arts. 31-A a 31-E da Lei nº 4.591, de 16 de dezembro de 1964, que tenha realizado o pedido de opção pelo regime específico instituído pelo art. 1º e tenha o pedido efetivado nos termos do art. 2º, ambos da Lei nº 10.931, de 2 de agosto de 2004, antes de 1º de janeiro de 2029, pode optar, de forma irretratável, pelo recolhimento de IBS e de CBS, da seguinte forma: 
I - a incorporação imobiliária submetida ao regime especial de tributação previsto nos arts. 4º e 8º da Lei nº 10.931, de 2 de agosto de 2004, ficará sujeita ao pagamento de IBS e de CBS em montante equivalente a 2,08% (dois inteiros e oito centésimos por cento) da receita mensal recebida;"
221;Alíquota fixa proporcional;Sim;Não;Não;Não;Não;Não;Não;Não;221003;Incorporação imobiliária submetida ao regime especial de tributação, observado o art. 485 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;1 - Fixa;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art485;9 - Fornecimento Incompatível com SN;"Art. 461. O contribuinte que realizar incorporação imobiliária submetida ao patrimônio de afetação, nos termos dos art. 31-A a art. 31-E da Lei nº 4.591, de 16 de dezembro de 1964, que tenha realizado o pedido de opção pelo regime específico instituído pelo art. 1º e tenha o pedido efetivado nos termos do art. 2º, ambos da Lei nº 10.931 de 2 de agosto de 2004, antes de 1º de janeiro de 2029, pode optar, de forma irretratável, pelo recolhimento de IBS e de CBS, da seguinte forma:
II - a incorporação imobiliária submetida ao regime especial de tributação prevista no art. 4º, § 6º e § 8º, e no art. 8º, parágrafo único, da Lei nº 10.931, de 2 de agosto de 2004, ficará sujeita ao pagamento de IBS e de CBS em montante equivalente a 0,53% (cinquenta e três centésimos por cento) da receita mensal recebida.";"Art. 461. O contribuinte que realizar incorporação imobiliária submetida ao patrimônio de afetação, nos termos dos arts. 31-A a 31-E da Lei nº 4.591, de 16 de dezembro de 1964, que tenha realizado o pedido de opção pelo regime específico instituído pelo art. 1º e tenha o pedido efetivado nos termos do art. 2º, ambos da Lei nº 10.931, de 2 de agosto de 2004, antes de 1º de janeiro de 2029, pode optar, de forma irretratável, pelo recolhimento de IBS e de CBS, da seguinte forma: 
II - a incorporação imobiliária submetida ao regime especial de tributação prevista no §§ 6º e 8º do art. 4º e no parágrafo único do art. 8º, todos da Lei nº 10.931, de 2 de agosto de 2004, ficará sujeita ao pagamento de IBS e de CBS em montante equivalente a 0,53% (cinquenta e três centésimos por cento) da receita mensal recebida."
